StudentID,CourseCode
Std_ID_0090,CourseCode_017
Std_ID_0018,CourseCode_001
Std_ID_0214,CourseCode_020
Std_ID_0073,CourseCode_009
Std_ID_0014,CourseCode_017
Std_ID_0086,CourseCode_020
Std_ID_0047,CourseCode_017
Std_ID_0215,CourseCode_014
Std_ID_0038,CourseCode_017
Std_ID_0237,CourseCode_013
Std_ID_0211,CourseCode_018
Std_ID_0068,CourseCode_015
Std_ID_0035,CourseCode_011
Std_ID_0048,CourseCode_013
Std_ID_0121,CourseCode_001
Std_ID_0013,CourseCode_010
Std_ID_0164,CourseCode_018
Std_ID_0100,CourseCode_006
Std_ID_0108,CourseCode_001
Std_ID_0046,CourseCode_016
Std_ID_0035,CourseCode_004
Std_ID_0207,CourseCode_006
Std_ID_0050,CourseCode_009
Std_ID_0032,CourseCode_005
Std_ID_0200,CourseCode_001
Std_ID_0006,CourseCode_004
Std_ID_0130,CourseCode_017
Std_ID_0083,CourseCode_009
Std_ID_0164,CourseCode_013
Std_ID_0068,CourseCode_012
Std_ID_0211,CourseCode_006
Std_ID_0208,CourseCode_011
Std_ID_0008,CourseCode_004
Std_ID_0201,CourseCode_014
Std_ID_0224,CourseCode_015
Std_ID_0227,CourseCode_003
Std_ID_0170,CourseCode_007
Std_ID_0241,CourseCode_009
Std_ID_0128,CourseCode_010
Std_ID_0016,CourseCode_004
Std_ID_0097,CourseCode_002
Std_ID_0070,CourseCode_013
Std_ID_0015,CourseCode_003
Std_ID_0166,CourseCode_012
Std_ID_0050,CourseCode_004
Std_ID_0047,CourseCode_019
Std_ID_0127,CourseCode_009
Std_ID_0112,CourseCode_014
Std_ID_0183,CourseCode_017
Std_ID_0151,CourseCode_018
Std_ID_0137,CourseCode_007
Std_ID_0222,CourseCode_013
Std_ID_0058,CourseCode_005
Std_ID_0002,CourseCode_011
Std_ID_0097,CourseCode_006
Std_ID_0166,CourseCode_020
Std_ID_0023,CourseCode_015
Std_ID_0165,CourseCode_014
Std_ID_0191,CourseCode_017
Std_ID_0155,CourseCode_017
Std_ID_0022,CourseCode_013
Std_ID_0164,CourseCode_003
Std_ID_0138,CourseCode_002
Std_ID_0211,CourseCode_002
Std_ID_0069,CourseCode_008
Std_ID_0237,CourseCode_005
Std_ID_0110,CourseCode_017
Std_ID_0057,CourseCode_011
Std_ID_0202,CourseCode_005
Std_ID_0174,CourseCode_018
Std_ID_0232,CourseCode_013
Std_ID_0146,CourseCode_014
Std_ID_0098,CourseCode_006
Std_ID_0133,CourseCode_019
Std_ID_0205,CourseCode_019
Std_ID_0001,CourseCode_015
Std_ID_0218,CourseCode_002
Std_ID_0014,CourseCode_016
Std_ID_0129,CourseCode_007
Std_ID_0037,CourseCode_001
Std_ID_0239,CourseCode_001
Std_ID_0211,CourseCode_017
Std_ID_0143,CourseCode_004
Std_ID_0215,CourseCode_011
Std_ID_0127,CourseCode_002
Std_ID_0172,CourseCode_017
Std_ID_0027,CourseCode_012
Std_ID_0213,CourseCode_005
Std_ID_0187,CourseCode_017
Std_ID_0244,CourseCode_011
Std_ID_0022,CourseCode_004
Std_ID_0056,CourseCode_014
Std_ID_0155,CourseCode_012
Std_ID_0131,CourseCode_019
Std_ID_0124,CourseCode_001
Std_ID_0011,CourseCode_009
Std_ID_0045,CourseCode_013
Std_ID_0189,CourseCode_017
Std_ID_0025,CourseCode_010
Std_ID_0108,CourseCode_016
Std_ID_0142,CourseCode_013
Std_ID_0164,CourseCode_002
Std_ID_0195,CourseCode_015
Std_ID_0169,CourseCode_001
Std_ID_0222,CourseCode_011
Std_ID_0204,CourseCode_005
Std_ID_0007,CourseCode_009
Std_ID_0171,CourseCode_001
Std_ID_0230,CourseCode_012
Std_ID_0157,CourseCode_008
Std_ID_0244,CourseCode_020
Std_ID_0029,CourseCode_013
Std_ID_0124,CourseCode_002
Std_ID_0211,CourseCode_001
Std_ID_0189,CourseCode_019
Std_ID_0140,CourseCode_008
Std_ID_0084,CourseCode_007
Std_ID_0143,CourseCode_012
Std_ID_0195,CourseCode_009
Std_ID_0194,CourseCode_013
Std_ID_0231,CourseCode_001
Std_ID_0237,CourseCode_009
Std_ID_0011,CourseCode_010
Std_ID_0099,CourseCode_016
Std_ID_0078,CourseCode_015
Std_ID_0205,CourseCode_009
Std_ID_0153,CourseCode_001
Std_ID_0244,CourseCode_002
Std_ID_0024,CourseCode_004
Std_ID_0178,CourseCode_018
Std_ID_0232,CourseCode_017
Std_ID_0134,CourseCode_001
Std_ID_0012,CourseCode_008
Std_ID_0107,CourseCode_019
Std_ID_0058,CourseCode_010
Std_ID_0053,CourseCode_018
Std_ID_0155,CourseCode_015
Std_ID_0103,CourseCode_017
Std_ID_0230,CourseCode_010
Std_ID_0058,CourseCode_004
Std_ID_0146,CourseCode_004
Std_ID_0066,CourseCode_002
Std_ID_0206,CourseCode_013
Std_ID_0115,CourseCode_009
Std_ID_0179,CourseCode_009
Std_ID_0225,CourseCode_011
Std_ID_0249,CourseCode_005
Std_ID_0007,CourseCode_003
Std_ID_0086,CourseCode_017
Std_ID_0230,CourseCode_002
Std_ID_0004,CourseCode_007
Std_ID_0186,CourseCode_020
Std_ID_0234,CourseCode_008
Std_ID_0237,CourseCode_017
Std_ID_0032,CourseCode_013
Std_ID_0108,CourseCode_002
Std_ID_0024,CourseCode_011
Std_ID_0121,CourseCode_017
Std_ID_0110,CourseCode_004
Std_ID_0048,CourseCode_015
Std_ID_0121,CourseCode_018
Std_ID_0123,CourseCode_015
Std_ID_0172,CourseCode_003
Std_ID_0242,CourseCode_015
Std_ID_0108,CourseCode_003
Std_ID_0089,CourseCode_007
Std_ID_0146,CourseCode_009
Std_ID_0009,CourseCode_020
Std_ID_0129,CourseCode_002
Std_ID_0060,CourseCode_018
Std_ID_0168,CourseCode_018
Std_ID_0013,CourseCode_014
Std_ID_0012,CourseCode_002
Std_ID_0145,CourseCode_001
Std_ID_0201,CourseCode_013
Std_ID_0203,CourseCode_014
Std_ID_0174,CourseCode_016
Std_ID_0042,CourseCode_020
Std_ID_0047,CourseCode_013
Std_ID_0247,CourseCode_003
Std_ID_0205,CourseCode_002
Std_ID_0173,CourseCode_012
Std_ID_0112,CourseCode_020
Std_ID_0108,CourseCode_015
Std_ID_0075,CourseCode_001
Std_ID_0088,CourseCode_018
Std_ID_0242,CourseCode_008
Std_ID_0044,CourseCode_008
Std_ID_0101,CourseCode_009
Std_ID_0215,CourseCode_018
Std_ID_0138,CourseCode_013
Std_ID_0085,CourseCode_013
Std_ID_0110,CourseCode_014
Std_ID_0197,CourseCode_012
Std_ID_0115,CourseCode_005
Std_ID_0158,CourseCode_020
Std_ID_0076,CourseCode_006
Std_ID_0216,CourseCode_017
Std_ID_0171,CourseCode_013
Std_ID_0210,CourseCode_015
Std_ID_0040,CourseCode_002
Std_ID_0009,CourseCode_012
Std_ID_0100,CourseCode_013
Std_ID_0177,CourseCode_012
Std_ID_0163,CourseCode_005
Std_ID_0017,CourseCode_002
Std_ID_0086,CourseCode_015
Std_ID_0172,CourseCode_011
Std_ID_0199,CourseCode_017
Std_ID_0198,CourseCode_017
Std_ID_0009,CourseCode_003
Std_ID_0046,CourseCode_017
Std_ID_0040,CourseCode_009
Std_ID_0059,CourseCode_011
Std_ID_0147,CourseCode_001
Std_ID_0227,CourseCode_005
Std_ID_0209,CourseCode_018
Std_ID_0040,CourseCode_020
Std_ID_0109,CourseCode_008
Std_ID_0161,CourseCode_012
Std_ID_0177,CourseCode_017
Std_ID_0063,CourseCode_009
Std_ID_0208,CourseCode_005
Std_ID_0192,CourseCode_010
Std_ID_0162,CourseCode_002
Std_ID_0115,CourseCode_018
Std_ID_0018,CourseCode_006
Std_ID_0217,CourseCode_020
Std_ID_0063,CourseCode_004
Std_ID_0054,CourseCode_020
Std_ID_0168,CourseCode_003
Std_ID_0207,CourseCode_005
Std_ID_0188,CourseCode_012
Std_ID_0151,CourseCode_006
Std_ID_0205,CourseCode_012
Std_ID_0114,CourseCode_020
Std_ID_0089,CourseCode_018
Std_ID_0191,CourseCode_012
Std_ID_0149,CourseCode_015
Std_ID_0180,CourseCode_014
Std_ID_0131,CourseCode_002
Std_ID_0216,CourseCode_007
Std_ID_0143,CourseCode_019
Std_ID_0244,CourseCode_008
Std_ID_0092,CourseCode_013
Std_ID_0094,CourseCode_002
Std_ID_0142,CourseCode_010
Std_ID_0002,CourseCode_005
Std_ID_0074,CourseCode_002
Std_ID_0205,CourseCode_014
Std_ID_0054,CourseCode_009
Std_ID_0238,CourseCode_020
Std_ID_0011,CourseCode_016
Std_ID_0008,CourseCode_015
Std_ID_0001,CourseCode_013
Std_ID_0224,CourseCode_002
Std_ID_0197,CourseCode_014
Std_ID_0113,CourseCode_017
Std_ID_0031,CourseCode_013
Std_ID_0039,CourseCode_011
Std_ID_0024,CourseCode_001
Std_ID_0036,CourseCode_011
Std_ID_0246,CourseCode_011
Std_ID_0119,CourseCode_020
Std_ID_0234,CourseCode_014
Std_ID_0202,CourseCode_010
Std_ID_0222,CourseCode_020
Std_ID_0117,CourseCode_002
Std_ID_0037,CourseCode_015
Std_ID_0049,CourseCode_001
Std_ID_0004,CourseCode_001
Std_ID_0176,CourseCode_017
Std_ID_0155,CourseCode_013
Std_ID_0120,CourseCode_015
Std_ID_0081,CourseCode_017
Std_ID_0135,CourseCode_017
Std_ID_0197,CourseCode_018
Std_ID_0154,CourseCode_007
Std_ID_0075,CourseCode_012
Std_ID_0051,CourseCode_008
Std_ID_0170,CourseCode_015
Std_ID_0022,CourseCode_010
Std_ID_0014,CourseCode_020
Std_ID_0135,CourseCode_014
Std_ID_0027,CourseCode_017
Std_ID_0203,CourseCode_001
Std_ID_0095,CourseCode_020
Std_ID_0228,CourseCode_013
Std_ID_0182,CourseCode_015
Std_ID_0112,CourseCode_002
Std_ID_0139,CourseCode_007
Std_ID_0113,CourseCode_014
Std_ID_0102,CourseCode_005
Std_ID_0081,CourseCode_001
Std_ID_0005,CourseCode_004
Std_ID_0225,CourseCode_013
Std_ID_0100,CourseCode_012
Std_ID_0129,CourseCode_006
Std_ID_0125,CourseCode_005
Std_ID_0186,CourseCode_002
Std_ID_0153,CourseCode_012
Std_ID_0241,CourseCode_014
Std_ID_0130,CourseCode_004
Std_ID_0240,CourseCode_005
Std_ID_0193,CourseCode_003
Std_ID_0011,CourseCode_011
Std_ID_0124,CourseCode_017
Std_ID_0042,CourseCode_011
Std_ID_0014,CourseCode_014
Std_ID_0238,CourseCode_017
Std_ID_0107,CourseCode_003
Std_ID_0250,CourseCode_018
Std_ID_0091,CourseCode_018
Std_ID_0113,CourseCode_013
Std_ID_0075,CourseCode_009
Std_ID_0050,CourseCode_002
Std_ID_0018,CourseCode_009
Std_ID_0122,CourseCode_020
Std_ID_0135,CourseCode_016
Std_ID_0045,CourseCode_020
Std_ID_0017,CourseCode_011
Std_ID_0131,CourseCode_010
Std_ID_0050,CourseCode_013
Std_ID_0133,CourseCode_003
Std_ID_0121,CourseCode_003
Std_ID_0179,CourseCode_011
Std_ID_0147,CourseCode_007
Std_ID_0107,CourseCode_010
Std_ID_0249,CourseCode_004
Std_ID_0228,CourseCode_010
Std_ID_0100,CourseCode_001
Std_ID_0208,CourseCode_001
Std_ID_0125,CourseCode_016
Std_ID_0248,CourseCode_009
Std_ID_0150,CourseCode_015
Std_ID_0007,CourseCode_014
Std_ID_0169,CourseCode_016
Std_ID_0051,CourseCode_020
Std_ID_0002,CourseCode_013
Std_ID_0142,CourseCode_012
Std_ID_0166,CourseCode_007
Std_ID_0178,CourseCode_003
Std_ID_0060,CourseCode_002
Std_ID_0195,CourseCode_003
Std_ID_0044,CourseCode_001
Std_ID_0189,CourseCode_008
Std_ID_0047,CourseCode_001
Std_ID_0185,CourseCode_012
Std_ID_0094,CourseCode_013
Std_ID_0033,CourseCode_010
Std_ID_0167,CourseCode_018
Std_ID_0006,CourseCode_002
Std_ID_0188,CourseCode_009
Std_ID_0137,CourseCode_013
Std_ID_0050,CourseCode_012
Std_ID_0133,CourseCode_009
Std_ID_0111,CourseCode_004
Std_ID_0246,CourseCode_001
Std_ID_0168,CourseCode_017
Std_ID_0233,CourseCode_014
Std_ID_0204,CourseCode_011
Std_ID_0034,CourseCode_007
Std_ID_0087,CourseCode_017
Std_ID_0077,CourseCode_006
Std_ID_0095,CourseCode_004
Std_ID_0163,CourseCode_009
Std_ID_0089,CourseCode_011
Std_ID_0090,CourseCode_018
Std_ID_0224,CourseCode_018
Std_ID_0165,CourseCode_015
Std_ID_0220,CourseCode_006
Std_ID_0236,CourseCode_015
Std_ID_0032,CourseCode_014
Std_ID_0062,CourseCode_011
Std_ID_0237,CourseCode_008
Std_ID_0110,CourseCode_015
Std_ID_0066,CourseCode_013
Std_ID_0049,CourseCode_020
Std_ID_0017,CourseCode_019
Std_ID_0023,CourseCode_020
Std_ID_0032,CourseCode_010
Std_ID_0242,CourseCode_016
Std_ID_0238,CourseCode_005
Std_ID_0168,CourseCode_020
Std_ID_0233,CourseCode_016
Std_ID_0068,CourseCode_004
Std_ID_0107,CourseCode_012
Std_ID_0165,CourseCode_012
Std_ID_0137,CourseCode_012
Std_ID_0086,CourseCode_001
Std_ID_0061,CourseCode_017
Std_ID_0172,CourseCode_004
Std_ID_0099,CourseCode_008
Std_ID_0090,CourseCode_020
Std_ID_0193,CourseCode_010
Std_ID_0064,CourseCode_011
Std_ID_0010,CourseCode_014
Std_ID_0213,CourseCode_013
Std_ID_0194,CourseCode_016
Std_ID_0214,CourseCode_005
Std_ID_0187,CourseCode_018
Std_ID_0001,CourseCode_012
Std_ID_0109,CourseCode_014
Std_ID_0102,CourseCode_004
Std_ID_0007,CourseCode_012
Std_ID_0208,CourseCode_013
Std_ID_0197,CourseCode_001
Std_ID_0028,CourseCode_006
Std_ID_0132,CourseCode_004
Std_ID_0036,CourseCode_004
Std_ID_0170,CourseCode_016
Std_ID_0036,CourseCode_010
Std_ID_0133,CourseCode_013
Std_ID_0128,CourseCode_008
Std_ID_0011,CourseCode_007
Std_ID_0130,CourseCode_020
Std_ID_0125,CourseCode_001
Std_ID_0168,CourseCode_009
Std_ID_0053,CourseCode_012
Std_ID_0143,CourseCode_017
Std_ID_0026,CourseCode_016
Std_ID_0168,CourseCode_012
Std_ID_0087,CourseCode_001
Std_ID_0099,CourseCode_011
Std_ID_0056,CourseCode_015
Std_ID_0026,CourseCode_015
Std_ID_0229,CourseCode_020
Std_ID_0010,CourseCode_018
Std_ID_0207,CourseCode_011
Std_ID_0055,CourseCode_010
Std_ID_0009,CourseCode_007
Std_ID_0100,CourseCode_010
Std_ID_0145,CourseCode_015
Std_ID_0185,CourseCode_017
Std_ID_0106,CourseCode_013
Std_ID_0243,CourseCode_013
Std_ID_0074,CourseCode_011
Std_ID_0153,CourseCode_015
Std_ID_0179,CourseCode_005
Std_ID_0196,CourseCode_007
Std_ID_0040,CourseCode_014
Std_ID_0203,CourseCode_004
Std_ID_0048,CourseCode_018
Std_ID_0048,CourseCode_012
Std_ID_0227,CourseCode_012
Std_ID_0055,CourseCode_009
Std_ID_0035,CourseCode_005
Std_ID_0024,CourseCode_008
Std_ID_0092,CourseCode_012
Std_ID_0092,CourseCode_018
Std_ID_0228,CourseCode_004
Std_ID_0103,CourseCode_012
Std_ID_0075,CourseCode_003
Std_ID_0094,CourseCode_014
Std_ID_0207,CourseCode_012
Std_ID_0113,CourseCode_007
Std_ID_0038,CourseCode_014
Std_ID_0224,CourseCode_014
Std_ID_0054,CourseCode_014
Std_ID_0097,CourseCode_012
Std_ID_0242,CourseCode_012
Std_ID_0166,CourseCode_001
Std_ID_0227,CourseCode_011
Std_ID_0249,CourseCode_014
Std_ID_0017,CourseCode_020
Std_ID_0119,CourseCode_007
Std_ID_0068,CourseCode_001
Std_ID_0073,CourseCode_014
Std_ID_0054,CourseCode_013
Std_ID_0025,CourseCode_016
Std_ID_0076,CourseCode_015
Std_ID_0250,CourseCode_012
Std_ID_0003,CourseCode_002
Std_ID_0246,CourseCode_007
Std_ID_0219,CourseCode_004
Std_ID_0051,CourseCode_012
Std_ID_0183,CourseCode_018
Std_ID_0161,CourseCode_002
Std_ID_0223,CourseCode_003
Std_ID_0228,CourseCode_005
Std_ID_0039,CourseCode_020
Std_ID_0066,CourseCode_020
Std_ID_0156,CourseCode_008
Std_ID_0009,CourseCode_011
Std_ID_0068,CourseCode_003
Std_ID_0093,CourseCode_005
Std_ID_0195,CourseCode_020
Std_ID_0083,CourseCode_020
Std_ID_0047,CourseCode_006
Std_ID_0039,CourseCode_015
Std_ID_0223,CourseCode_004
Std_ID_0171,CourseCode_010
Std_ID_0024,CourseCode_013
Std_ID_0247,CourseCode_013
Std_ID_0135,CourseCode_001
Std_ID_0131,CourseCode_015
Std_ID_0129,CourseCode_004
Std_ID_0021,CourseCode_012
Std_ID_0152,CourseCode_010
